,Date,Hour,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
1438,28-02-2025,23,12759.78,15275.35,6694.73,6694.73,3506.85,3506.62
1439,28-02-2025,24,11664.2,15946.38,5742.5,5742.5,3117.6,3118.29
1440,01-03-2025,1,11165.98,11264.2,5378.18,5378.18,3329.06,3338.28
1441,01-03-2025,2,11541.1,12341.6,5789.65,5789.65,3368.51,3368.14
1442,01-03-2025,3,11466.43,13528.18,5856.43,5856.43,3149.15,3149.27
1443,01-03-2025,4,11333.6,13495.38,5730.7,5730.7,3129.45,3129.45
1444,01-03-2025,5,12068.95,12183.7,6137.33,6137.33,3490.28,3490.04
1445,01-03-2025,6,12952.15,9902.18,6425.45,6425.45,4042.43,4043.61
1446,01-03-2025,7,13934.03,7631.5,7037.77,7037.77,6325.58,6324.25
1447,01-03-2025,8,16816.2,8496.35,8075.92,8075.92,9475.26,9488.41
1448,01-03-2025,9,16130.83,11225.03,9006.97,9006.97,4295.11,4297.11
1449,01-03-2025,10,17107.1,12755.4,10524.6,10524.6,4472.99,4483.44
1450,01-03-2025,11,14123.08,13276.4,7878.83,7878.83,3257.01,3279.67
1451,01-03-2025,12,12381.93,15260.7,6889.72,6889.72,2805.59,2806.33
1452,01-03-2025,13,11309.1,19230.4,7185.7,7185.7,2678.02,2677.88
1453,01-03-2025,14,11236.98,22484.23,8422.4,8422.4,2554.28,2553.16
1454,01-03-2025,15,12494.83,20826.4,8478.47,8478.47,2627.99,2624.58
1455,01-03-2025,16,14519.68,17536.13,8541.91,8541.91,3094.0,3102.86
1456,01-03-2025,17,15989.95,12494.0,9399.37,9399.37,3865.24,3861.45
1457,01-03-2025,18,13311.83,10131.25,7165.73,7165.73,3628.32,3634.33
1458,01-03-2025,19,13071.38,5555.9,5006.03,5006.03,6793.57,6682.33
1459,01-03-2025,20,13728.68,5206.15,5068.5,5068.5,9124.9,9121.69
1460,01-03-2025,21,10774.28,6254.88,4137.52,4137.52,4254.99,4267.39
1461,01-03-2025,22,10891.6,8161.63,4676.35,4676.35,4207.39,4206.14
1462,01-03-2025,23,11142.98,9438.75,4850.1,4850.1,3936.41,3935.42
1463,01-03-2025,24,9924.0,10577.35,4333.35,4333.35,3331.27,3332.25
1488,02-03-2025,1,11406.05,13401.75,5980.69,5980.69,3372.46,3378.85
1489,02-03-2025,2,11978.55,14189.5,6423.89,6423.89,3453.93,3453.92
1490,02-03-2025,3,11933.83,15487.8,6522.45,6522.45,3407.58,3407.6
1491,02-03-2025,4,11736.6,15683.95,6664.12,6664.12,3204.11,3204.08
1492,02-03-2025,5,12357.5,14723.83,6745.82,6745.82,3460.04,3459.53
1493,02-03-2025,6,12870.53,11797.85,6961.94,6961.94,3969.63,3972.17
1494,02-03-2025,7,13260.15,9965.83,7908.95,7908.95,4982.76,4983.2
1495,02-03-2025,8,14894.58,10792.5,8246.65,8246.65,5569.45,5570.55
1496,02-03-2025,9,14906.0,13309.83,9373.38,9373.38,4113.3,4110.43
1497,02-03-2025,10,15952.73,16520.45,10837.43,10837.43,3686.13,3695.38
1498,02-03-2025,11,12504.18,18205.95,7599.27,7599.27,2879.79,2881.92
1499,02-03-2025,12,10966.73,20724.18,7315.63,7315.63,2607.99,2608.09
1500,02-03-2025,13,10325.73,22873.38,7450.73,7450.73,2575.48,2575.36
1501,02-03-2025,14,9817.13,25697.78,8049.8,8049.8,2361.44,2359.57
1502,02-03-2025,15,10343.45,26601.43,8306.33,8306.33,2228.88,2231.21
1503,02-03-2025,16,12320.45,24739.63,9712.6,9712.6,2525.42,2525.57
1504,02-03-2025,17,13303.6,18936.98,8612.15,8612.15,2994.35,2986.79
1505,02-03-2025,18,11474.43,14326.15,6645.04,6645.04,3086.33,3086.04
1506,02-03-2025,19,12109.55,7299.25,5939.44,5939.44,4839.46,4845.65
1507,02-03-2025,20,12513.85,6097.25,5576.49,5576.49,6248.7,6277.52
1508,02-03-2025,21,10052.2,7000.8,4629.2,4629.2,4331.82,4332.99
1509,02-03-2025,22,9998.63,9553.95,5228.52,5228.52,3918.52,3914.9
1510,02-03-2025,23,10375.35,11522.38,4975.51,4975.51,3557.49,3556.95
1511,02-03-2025,24,8768.15,12995.68,4439.2,4439.2,3127.48,3127.68
1512,03-03-2025,1,12033.88,11387.0,6220.08,6220.08,3557.27,3560.38
1513,03-03-2025,2,12312.83,12607.25,6380.65,6380.65,3508.78,3508.77
1514,03-03-2025,3,12324.93,13380.05,6747.95,6747.95,3490.77,3490.76
1515,03-03-2025,4,12309.55,13486.53,6771.83,6771.83,3471.76,3471.89
1516,03-03-2025,5,12946.4,12604.65,7012.47,7012.47,3564.65,3564.57
1517,03-03-2025,6,13320.43,10405.63,6965.17,6965.17,4237.43,4238.99
1518,03-03-2025,7,14486.73,7891.25,7480.52,7480.52,7245.44,7214.31
1519,03-03-2025,8,18520.8,7842.68,7774.08,7774.08,10000.0,10000.0
1520,03-03-2025,9,15610.33,10159.7,8604.3,8604.3,4884.86,4885.94
1521,03-03-2025,10,16091.33,12276.55,9748.71,9748.71,4102.09,4106.45
1522,03-03-2025,11,13850.83,13309.9,7405.3,7405.3,3525.29,3525.61
1523,03-03-2025,12,13712.08,15946.95,7453.88,7453.88,3242.25,3241.86
1524,03-03-2025,13,13238.6,20263.15,7745.36,7745.36,3087.02,3084.83
1525,03-03-2025,14,12710.53,23837.25,8799.65,8799.65,2720.54,2720.25
1526,03-03-2025,15,13644.6,21446.35,8610.54,8610.54,2897.87,2901.1
1527,03-03-2025,16,15577.25,19208.63,10024.3,10024.3,3175.48,3178.45
1528,03-03-2025,17,17212.73,13092.95,10343.47,10343.47,4480.35,4451.66
1529,03-03-2025,18,15092.35,9502.7,8099.88,8099.88,4677.0,4692.51
1530,03-03-2025,19,15725.6,5252.73,5245.22,5245.22,9949.96,9935.53
1531,03-03-2025,20,16495.93,3910.05,3910.05,3910.05,10000.0,10000.0
1532,03-03-2025,21,14211.23,5199.83,5179.58,5179.58,9669.71,9611.4
1533,03-03-2025,22,13640.5,7472.98,6386.4,6386.4,5245.35,5215.08
1534,03-03-2025,23,13441.18,8541.78,6494.43,6494.43,4533.52,4533.45
1535,03-03-2025,24,11453.7,9468.5,5159.0,5159.0,4017.5,4016.67
1536,04-03-2025,1,13457.3,9371.9,5841.9,5841.9,4295.07,4309.34
1537,04-03-2025,2,13775.4,10190.0,6331.75,6331.75,4379.45,4380.06
1538,04-03-2025,3,12992.23,11110.9,6369.27,6369.27,3846.05,3846.31
1539,04-03-2025,4,12864.55,11220.98,6424.02,6424.02,3635.92,3636.01
1540,04-03-2025,5,13412.73,10333.98,6840.13,6840.13,4322.53,4324.02
1541,04-03-2025,6,14316.03,8884.0,7472.03,7472.03,4773.32,4773.23
1542,04-03-2025,7,16890.6,7936.4,7825.6,7825.6,8877.79,8882.15
1543,04-03-2025,8,19264.98,7277.78,7263.17,7263.17,10000.0,10000.0
1544,04-03-2025,9,17341.1,10435.5,9613.25,9613.25,5784.47,5786.7
1545,04-03-2025,10,16637.05,13741.23,10798.63,10798.63,4059.24,4071.12
1546,04-03-2025,11,14176.95,14950.08,8014.15,8014.15,3428.26,3431.57
1547,04-03-2025,12,13917.78,17541.88,7833.68,7833.68,3174.11,3172.2
1548,04-03-2025,13,13415.98,20576.83,8500.62,8500.62,3042.27,3041.37
1549,04-03-2025,14,13156.95,23538.3,8884.23,8884.23,2750.4,2750.2
1550,04-03-2025,15,14136.73,21028.7,8690.94,8690.94,2938.01,2940.73
1551,04-03-2025,16,15514.68,19118.15,9692.4,9692.4,3150.99,3152.9
1552,04-03-2025,17,16619.3,13471.13,9691.08,9691.08,3905.84,3888.97
1553,04-03-2025,18,14567.03,9422.93,7282.83,7282.83,4279.52,4285.12
1554,04-03-2025,19,16571.38,4326.98,4086.27,4086.27,9125.01,8798.88
1555,04-03-2025,20,17525.63,3062.28,3062.27,3062.27,10000.0,10000.0
1556,04-03-2025,21,14198.53,4712.55,4528.34,4528.34,8056.24,7927.65
1557,04-03-2025,22,12868.45,6612.1,5548.45,5548.45,4771.85,4774.34
1558,04-03-2025,23,13738.48,7969.95,6133.58,6133.58,4538.54,4538.59
1559,04-03-2025,24,11316.48,8557.3,4637.53,4637.53,4035.09,4034.67
1560,05-03-2025,1,12372.7,8936.58,5663.0,5663.0,3865.09,3870.6
1561,05-03-2025,2,12948.63,9536.55,6112.53,6112.53,4000.27,4000.26
1562,05-03-2025,3,12398.7,10178.73,6349.48,6349.48,3716.15,3716.25
1563,05-03-2025,4,12243.2,10199.7,6295.2,6295.2,3625.01,3625.27
1564,05-03-2025,5,12216.78,9860.3,6185.63,6185.63,3679.1,3679.78
1565,05-03-2025,6,14527.65,9069.2,7670.65,7670.65,4876.48,4887.3
1566,05-03-2025,7,16819.88,8370.38,8114.15,8114.15,9099.85,9112.51
1567,05-03-2025,8,19382.7,7164.75,7149.4,7149.4,10000.0,10000.0
1568,05-03-2025,9,16557.08,11704.88,10011.38,10011.38,5187.93,5238.0
1569,05-03-2025,10,15368.03,15362.35,10754.8,10754.8,3593.16,3608.69
1570,05-03-2025,11,14354.85,17029.75,8371.63,8371.63,3110.79,3110.83
1571,05-03-2025,12,14531.33,19008.48,8775.37,8775.37,3051.61,3050.89
1572,05-03-2025,13,13639.75,22843.15,9373.83,9373.83,2822.8,2820.53
1573,05-03-2025,14,13062.38,25236.1,10105.48,10105.48,2572.73,2572.69
1574,05-03-2025,15,14356.63,22159.5,9706.63,9706.63,2811.88,2811.52
1575,05-03-2025,16,16833.13,19712.28,10728.05,10728.05,3105.42,3108.2
1576,05-03-2025,17,18049.4,14502.78,10255.9,10255.9,3645.86,3634.4
1577,05-03-2025,18,16256.6,10516.2,7929.13,7929.13,3868.52,3871.7
1578,05-03-2025,19,19041.0,4265.43,4045.55,4045.55,8925.2,8566.17
1579,05-03-2025,20,20102.6,2840.38,2840.38,2840.38,10000.0,10000.0
1580,05-03-2025,21,15280.1,4186.13,4186.12,4186.12,10000.0,10000.0
1581,05-03-2025,22,13618.4,5454.98,4922.47,4922.47,5345.14,5344.94
1582,05-03-2025,23,13678.33,6177.53,5104.88,5104.88,5026.29,5018.74
1583,05-03-2025,24,11903.43,7219.78,4309.8,4309.8,4053.02,4054.61
1584,06-03-2025,1,12967.28,11864.95,6530.14,6530.14,3625.15,3626.92
1585,06-03-2025,2,13423.1,12697.5,7119.08,7119.08,3609.93,3609.74
1586,06-03-2025,3,12705.98,13637.78,6830.97,6830.97,3503.51,3503.46
1587,06-03-2025,4,12692.88,13487.93,6772.66,6772.66,3514.7,3514.55
1588,06-03-2025,5,13557.88,12373.63,7321.28,7321.28,3785.19,3786.71
1589,06-03-2025,6,14977.33,11403.63,8212.4,8212.4,4338.71,4339.7
1590,06-03-2025,7,17624.53,9938.33,9340.61,9340.61,7725.05,7814.94
1591,06-03-2025,8,19499.88,8390.83,8341.22,8341.22,10000.0,10000.0
1592,06-03-2025,9,15911.98,13081.73,9694.7,9694.7,4133.89,4154.92
1593,06-03-2025,10,15655.75,17630.05,10114.33,10114.33,3458.0,3465.92
1594,06-03-2025,11,14341.55,19434.88,8350.71,8350.71,3123.95,3123.91
1595,06-03-2025,12,14040.4,21681.35,8357.4,8357.4,3000.49,2999.44
1596,06-03-2025,13,13772.83,24083.78,8784.76,8784.76,2821.09,2818.73
1597,06-03-2025,14,13299.65,26166.18,9411.2,9411.2,2598.46,2598.46
1598,06-03-2025,15,14495.83,25646.35,9429.8,9429.8,2790.55,2791.21
1599,06-03-2025,16,16690.43,23316.63,10684.03,10684.03,3015.61,3017.06
1600,06-03-2025,17,17423.9,17847.38,10783.68,10783.68,3461.18,3458.75
1601,06-03-2025,18,16467.85,12495.2,8700.03,8700.03,3628.3,3626.5
1602,06-03-2025,19,19585.1,6118.75,5840.07,5840.07,8725.18,8427.83
1603,06-03-2025,20,19405.38,3111.53,3111.52,3111.52,10000.0,10000.0
1604,06-03-2025,21,15597.75,4215.75,4215.74,4215.74,10000.0,10000.0
1605,06-03-2025,22,14106.18,5941.43,5638.17,5638.17,5740.42,5751.72
1606,06-03-2025,23,14081.35,7466.2,6257.1,6257.1,4939.5,4939.2
1607,06-03-2025,24,11759.28,8384.13,4935.83,4935.83,4004.72,4003.41
1608,07-03-2025,1,14250.05,10843.08,6477.45,6477.45,4095.68,4099.81
1609,07-03-2025,2,14731.95,11792.23,7123.33,7123.33,4174.18,4174.31
1610,07-03-2025,3,13812.03,12791.25,7091.53,7091.53,3782.88,3783.63
1611,07-03-2025,4,13803.33,12890.55,7093.08,7093.08,3694.36,3694.5
1612,07-03-2025,5,14450.4,11760.88,7435.7,7435.7,4092.28,4093.11
1613,07-03-2025,6,15803.93,9783.98,8373.95,8373.95,4952.51,4953.41
1614,07-03-2025,7,17776.08,8897.85,8579.72,8579.72,8430.26,8472.98
1615,07-03-2025,8,18619.53,7034.5,7017.9,7017.9,10000.0,10000.0
1616,07-03-2025,9,15718.28,10552.95,8575.25,8575.25,4733.51,4735.19
1617,07-03-2025,10,16406.05,13842.28,9541.9,9541.9,3965.74,3984.87
1618,07-03-2025,11,14787.58,16321.35,8173.68,8173.68,3392.39,3393.75
1619,07-03-2025,12,14510.53,20741.35,8207.65,8207.65,3170.4,3169.33
1620,07-03-2025,13,14130.33,25272.43,8864.4,8864.4,2935.67,2934.5
1621,07-03-2025,14,13555.63,28850.68,9726.36,9726.36,2617.0,2617.18
1622,07-03-2025,15,14749.5,27336.3,9715.93,9715.93,2790.45,2792.11
1623,07-03-2025,16,17505.1,25080.25,11270.91,11270.91,3083.27,3086.21
1624,07-03-2025,17,18751.4,18490.1,11409.17,11409.17,3636.65,3626.6
1625,07-03-2025,18,16932.05,12152.3,8879.8,8879.8,3830.66,3827.32
1626,07-03-2025,19,18340.18,5789.83,5493.22,5493.22,8644.46,8205.74
1627,07-03-2025,20,18258.48,2958.8,2958.79,2958.79,10000.0,10000.0
1628,07-03-2025,21,15630.75,4423.23,4423.22,4423.22,10000.0,10000.0
1629,07-03-2025,22,14915.53,6297.53,5938.68,5938.68,5775.48,5764.34
1630,07-03-2025,23,15526.83,7211.9,6567.1,6567.1,5507.39,5507.11
1631,07-03-2025,24,13437.65,8324.05,5155.3,5155.3,4395.08,4400.02
1632,08-03-2025,1,13070.08,11940.8,6846.35,6846.35,3582.46,3583.22
1633,08-03-2025,2,13262.25,13407.65,7041.23,7041.23,3565.81,3565.76
1634,08-03-2025,3,12621.0,14059.65,6903.65,6903.65,3500.2,3500.2
1635,08-03-2025,4,12446.93,13855.35,6804.73,6804.73,3471.82,3471.91
1636,08-03-2025,5,12946.6,12938.35,6985.75,6985.75,3538.19,3538.12
1637,08-03-2025,6,14298.43,10532.15,7654.4,7654.4,4474.1,4474.27
1638,08-03-2025,7,16079.1,9849.1,8819.48,8819.48,6894.17,7029.88
1639,08-03-2025,8,17011.88,8334.55,8156.18,8156.18,9627.57,9610.59
1640,08-03-2025,9,14613.5,11131.25,8530.45,8530.45,4212.43,4219.21
1641,08-03-2025,10,13866.65,14591.63,8497.48,8497.48,3346.6,3359.72
1642,08-03-2025,11,12854.75,17768.88,7149.33,7149.33,2995.48,2995.56
1643,08-03-2025,12,12583.03,22241.08,7215.68,7215.68,2833.03,2831.92
1644,08-03-2025,13,12417.9,26885.4,8811.59,8811.59,2607.32,2604.79
1645,08-03-2025,14,12433.2,29928.08,9604.46,9604.46,2509.38,2509.38
1646,08-03-2025,15,13522.7,27525.15,9762.0,9762.0,2612.54,2611.71
1647,08-03-2025,16,16238.4,24107.38,10635.77,10635.77,3000.62,3002.26
1648,08-03-2025,17,16910.73,17497.75,10892.73,10892.73,3564.7,3560.34
1649,08-03-2025,18,15065.28,12752.45,8885.3,8885.3,3625.5,3623.59
1650,08-03-2025,19,15097.95,5940.0,5378.02,5378.02,8477.51,8175.42
1651,08-03-2025,20,15304.15,3730.9,3730.89,3730.89,10000.0,10000.0
1652,08-03-2025,21,13181.23,4738.5,4423.98,4423.98,8924.66,8913.26
1653,08-03-2025,22,12163.33,6725.98,5294.58,5294.58,4638.69,4638.95
1654,08-03-2025,23,13357.5,7558.58,5589.07,5589.07,4538.52,4537.33
1655,08-03-2025,24,11739.08,8107.38,4729.0,4729.0,4095.22,4095.31
1656,09-03-2025,1,12393.0,12617.4,5860.78,5860.78,3554.04,3561.68
1657,09-03-2025,2,12917.53,14045.58,6433.68,6433.68,3573.76,3573.76
1658,09-03-2025,3,12641.43,14841.28,6243.65,6243.65,3459.15,3459.42
1659,09-03-2025,4,12474.38,14952.5,6108.98,6108.98,3435.14,3435.24
1660,09-03-2025,5,12929.68,14135.08,6495.48,6495.48,3474.66,3475.23
1661,09-03-2025,6,13878.8,12346.65,7317.35,7317.35,4107.18,4115.24
1662,09-03-2025,7,15433.6,10923.98,8889.7,8889.7,5125.32,5151.32
1663,09-03-2025,8,15375.58,11748.55,8754.25,8754.25,4979.98,5002.93
1664,09-03-2025,9,13023.08,13373.88,7613.03,7613.03,3327.68,3334.33
1665,09-03-2025,10,12801.25,15931.4,7543.03,7543.03,3209.98,3218.9
1666,09-03-2025,11,11204.28,18414.58,6652.78,6652.78,2700.38,2699.69
1667,09-03-2025,12,11188.33,22336.33,7054.18,7054.18,2597.96,2597.9
1668,09-03-2025,13,10830.8,24480.75,7481.7,7481.7,2563.08,2563.03
1669,09-03-2025,14,10422.53,28338.63,8433.12,8433.12,2278.48,2276.78
1670,09-03-2025,15,10811.48,28791.28,8574.25,8574.25,2190.01,2190.38
1671,09-03-2025,16,12018.55,25685.88,9233.7,9233.7,2470.93,2471.65
1672,09-03-2025,17,12848.55,19281.73,7785.01,7785.01,2875.74,2857.68
1673,09-03-2025,18,11117.25,14534.9,5844.51,5844.51,2975.09,2974.16
1674,09-03-2025,19,11297.28,9011.38,4879.04,4879.04,4073.81,4061.68
1675,09-03-2025,20,12458.28,6753.73,5166.29,5166.29,5055.14,5056.44
1676,09-03-2025,21,11150.63,8455.93,4191.03,4191.03,4392.86,4396.32
1677,09-03-2025,22,10394.93,9062.85,4186.48,4186.48,4185.16,4186.34
1678,09-03-2025,23,10837.63,9251.58,3814.08,3814.08,3959.67,3958.09
1679,09-03-2025,24,9278.13,10344.93,3473.13,3473.13,3449.94,3450.07
1680,10-03-2025,1,13097.95,12089.6,5888.23,5888.23,3768.01,3772.46
1681,10-03-2025,2,13645.58,12998.05,6241.25,6241.25,4082.15,4082.82
1682,10-03-2025,3,12753.3,13255.33,6192.28,6192.28,3676.92,3676.75
1683,10-03-2025,4,12545.7,13209.63,6088.7,6088.7,3573.43,3573.43
1684,10-03-2025,5,12705.78,12592.23,6102.9,6102.9,3589.64,3589.66
1685,10-03-2025,6,14713.88,11870.35,7434.83,7434.83,4459.24,4464.41
1686,10-03-2025,7,17152.45,9546.15,8660.28,8660.28,7600.16,7599.03
1687,10-03-2025,8,17535.85,8510.48,8401.55,8401.55,9000.23,8825.57
1688,10-03-2025,9,14736.48,12244.63,9014.03,9014.03,3844.67,3842.29
1689,10-03-2025,10,16162.73,13170.2,9941.85,9941.85,4252.11,4262.45
1690,10-03-2025,11,14223.9,14637.6,7732.2,7732.2,3497.21,3499.05
1691,10-03-2025,12,14906.33,18160.28,7994.5,7994.5,3435.47,3435.31
1692,10-03-2025,13,13821.65,21202.9,7628.29,7628.29,3080.64,3080.85
1693,10-03-2025,14,13520.2,24534.48,8000.03,8000.03,2940.37,2940.37
1694,10-03-2025,15,14683.83,22173.93,8312.95,8312.95,3104.0,3104.87
1695,10-03-2025,16,16835.7,19123.45,10096.8,10096.8,3496.19,3498.58
1696,10-03-2025,17,18226.8,13438.4,10310.58,10310.58,4550.1,4523.85
1697,10-03-2025,18,15992.8,11096.6,8635.35,8635.35,4408.52,4405.74
1698,10-03-2025,19,17008.75,6588.58,6309.17,6309.17,8782.61,8517.02
1699,10-03-2025,20,19213.88,4595.93,4595.92,4595.92,10000.0,10000.0
1700,10-03-2025,21,16043.65,6794.53,6628.5,6628.5,8625.01,8540.91
1701,10-03-2025,22,13911.2,7284.0,6141.73,6141.73,5215.98,5211.08
1702,10-03-2025,23,14017.0,7162.75,5606.68,5606.68,5260.24,5260.23
1703,10-03-2025,24,12084.23,8524.78,4469.95,4469.95,4337.4,4337.24
1704,11-03-2025,1,13167.38,10533.65,6080.28,6080.28,3994.09,4001.88
1705,11-03-2025,2,13728.4,11404.18,6501.63,6501.63,4219.21,4219.21
1706,11-03-2025,3,13113.03,11942.28,6441.65,6441.65,4033.17,4033.73
1707,11-03-2025,4,12901.95,12139.03,6555.32,6555.32,3995.57,3995.58
1708,11-03-2025,5,13331.05,11350.63,6896.08,6896.08,3990.98,3990.84
1709,11-03-2025,6,14453.8,10137.9,7595.58,7595.58,4296.92,4298.12
1710,11-03-2025,7,16038.33,8763.85,8143.72,8143.72,7599.73,7637.79
1711,11-03-2025,8,17241.18,8694.05,8463.34,8463.34,9125.18,9047.58
1712,11-03-2025,9,13608.65,11453.7,8504.38,8504.38,3638.23,3642.71
1713,11-03-2025,10,15115.9,12613.13,9281.3,9281.3,3841.81,3849.85
1714,11-03-2025,11,14286.2,14662.48,7786.08,7786.08,3520.73,3520.9
1715,11-03-2025,12,13824.4,18992.1,7340.33,7340.33,3303.58,3302.84
1716,11-03-2025,13,13485.8,22900.28,7551.59,7551.59,3051.21,3049.44
1717,11-03-2025,14,13600.55,25986.93,8048.67,8048.67,2882.11,2882.36
1718,11-03-2025,15,14569.9,23547.45,8351.62,8351.62,3023.6,3023.49
1719,11-03-2025,16,16486.88,19527.35,10027.32,10027.32,3396.52,3405.33
1720,11-03-2025,17,17466.45,14154.75,10640.93,10640.93,4076.67,4058.27
1721,11-03-2025,18,15881.0,12215.5,9143.21,9143.21,3979.74,3984.58
1722,11-03-2025,19,17348.25,7502.75,6784.94,6784.94,8220.44,7859.45
1723,11-03-2025,20,20083.05,5542.2,5542.2,5542.2,10000.0,10000.0
1724,11-03-2025,21,15641.35,7790.43,7119.08,7119.08,6944.72,6939.43
1725,11-03-2025,22,13571.48,7967.08,6463.83,6463.83,4765.08,4760.41
1726,11-03-2025,23,13655.88,7757.98,6095.85,6095.85,4651.85,4652.5
1727,11-03-2025,24,12928.85,9051.08,5527.85,5527.85,4082.9,4081.0
1728,12-03-2025,1,14281.0,10030.9,6786.9,6786.9,4314.78,4319.23
1729,12-03-2025,2,14217.7,10681.05,6871.7,6871.7,4259.5,4259.5
1730,12-03-2025,3,14288.95,11425.48,7166.95,7166.95,4210.69,4210.68
1731,12-03-2025,4,13767.43,12044.88,7336.95,7336.95,4049.97,4049.95
1732,12-03-2025,5,14354.88,11124.75,7437.63,7437.63,4179.6,4178.23
1733,12-03-2025,6,15288.55,9717.48,8210.15,8210.15,4538.69,4539.28
1734,12-03-2025,7,16590.75,8398.23,8196.65,8196.65,8375.09,8426.17
1735,12-03-2025,8,17641.53,9201.3,8870.17,8870.17,9074.75,9074.17
1736,12-03-2025,9,15638.28,11289.1,9469.85,9469.85,4267.45,4269.38
1737,12-03-2025,10,15973.9,12769.8,9889.93,9889.93,4015.99,4022.21
1738,12-03-2025,11,14709.13,14847.83,8403.93,8403.93,3506.52,3506.49
1739,12-03-2025,12,14946.75,19226.7,8298.75,8298.75,3416.47,3416.95
1740,12-03-2025,13,14263.3,21851.55,8415.44,8415.44,3082.17,3080.29
1741,12-03-2025,14,14014.0,24698.03,8677.78,8677.78,2810.16,2810.32
1742,12-03-2025,15,15136.93,22924.05,9144.2,9144.2,2965.54,2967.05
1743,12-03-2025,16,16843.78,19425.93,10604.6,10604.6,3316.76,3322.77
1744,12-03-2025,17,17421.0,14240.4,10833.53,10833.53,3911.75,3896.98
1745,12-03-2025,18,15577.65,12386.93,9258.18,9258.18,3587.11,3587.44
1746,12-03-2025,19,16143.55,7047.9,6393.1,6393.1,7565.1,7203.78
1747,12-03-2025,20,17427.78,5031.03,5020.02,5020.02,10000.0,10000.0
1748,12-03-2025,21,14783.48,7304.95,6380.4,6380.4,6537.23,6543.42
1749,12-03-2025,22,13903.3,7780.15,6471.65,6471.65,5078.84,5076.44
1750,12-03-2025,23,14622.4,7709.83,6707.93,6707.93,5078.79,5076.57
1751,12-03-2025,24,12949.48,8516.88,5883.58,5883.58,4332.02,4332.1
1752,13-03-2025,1,14028.15,10160.3,6681.18,6681.18,4297.08,4303.18
1753,13-03-2025,2,14255.5,10719.28,7052.83,7052.83,4240.4,4240.29
1754,13-03-2025,3,13717.28,11042.35,6862.9,6862.9,4139.45,4139.45
1755,13-03-2025,4,12944.78,10751.55,6424.05,6424.05,4003.08,4003.09
1756,13-03-2025,5,13524.95,10635.65,6919.65,6919.65,4057.71,4058.73
1757,13-03-2025,6,15324.75,9858.28,8205.39,8205.39,4698.46,4721.95
1758,13-03-2025,7,17158.85,9582.25,9030.1,9030.1,7975.05,8041.15
1759,13-03-2025,8,17671.73,10657.88,9459.85,9459.85,7337.67,7352.97
1760,13-03-2025,9,14425.9,12184.55,8855.1,8855.1,3839.83,3847.56
1761,13-03-2025,10,15998.58,12881.53,9829.63,9829.63,4080.84,4080.53
1762,13-03-2025,11,14839.7,15252.48,8596.08,8596.08,3529.64,3529.64
1763,13-03-2025,12,14559.33,18618.45,8120.63,8120.63,3330.86,3331.1
1764,13-03-2025,13,14060.8,20863.43,8010.34,8010.34,3061.14,3061.18
1765,13-03-2025,14,13653.15,23511.85,7915.78,7915.78,2853.83,2853.93
1766,13-03-2025,15,14857.2,22543.68,8778.35,8778.35,3028.57,3030.31
1767,13-03-2025,16,17019.75,19162.9,10437.39,10437.39,3461.38,3463.53
1768,13-03-2025,17,17413.6,14624.88,10854.01,10854.01,3910.24,3883.08
1769,13-03-2025,18,15083.25,11592.65,8738.38,8738.38,3783.5,3783.88
1770,13-03-2025,19,14860.23,7533.55,6474.47,6474.47,6684.86,6603.41
1771,13-03-2025,20,15478.38,6272.23,6107.3,6107.3,9337.31,9329.22
1772,13-03-2025,21,14024.43,7493.83,6435.18,6435.18,5393.76,5385.64
1773,13-03-2025,22,13339.45,8305.73,6603.26,6603.26,4749.52,4752.55
1774,13-03-2025,23,14074.8,8361.5,6657.64,6657.64,4660.06,4660.65
1775,13-03-2025,24,12503.55,9548.15,5958.43,5958.43,4032.57,4031.36
1776,14-03-2025,1,16457.78,14722.9,10302.65,10302.65,4197.41,4197.69
1777,14-03-2025,2,16815.98,15780.93,10825.69,10825.69,4139.39,4139.39
1778,14-03-2025,3,16066.03,16329.48,10479.19,10479.19,4003.65,4003.47
1779,14-03-2025,4,14634.65,16097.5,9533.74,9533.74,3610.26,3610.51
1780,14-03-2025,5,14704.45,15732.45,9518.75,9518.75,3689.93,3690.27
1781,14-03-2025,6,15669.9,15787.95,10349.5,10349.5,3839.47,3840.21
1782,14-03-2025,7,16414.83,16573.45,11811.9,11811.9,4414.11,4421.75
1783,14-03-2025,8,14944.98,18847.25,10841.46,10841.46,3554.63,3622.06
1784,14-03-2025,9,10825.2,21409.4,8888.49,8888.49,2133.45,2136.63
1785,14-03-2025,10,12243.68,23736.88,9924.77,9924.77,2326.54,2325.1
1786,14-03-2025,11,10083.2,27490.53,8168.2,8168.2,1863.1,1866.49
1787,14-03-2025,12,9588.33,30244.43,7633.23,7633.23,1738.18,1738.11
1788,14-03-2025,13,9208.65,31252.45,7354.05,7354.05,1724.59,1724.59
1789,14-03-2025,14,8976.6,32526.25,7190.25,7190.25,1724.15,1724.15
1790,14-03-2025,15,9363.48,32235.25,7558.88,7558.88,1724.49,1724.49
1791,14-03-2025,16,11590.83,29679.93,9640.88,9640.88,2008.18,2009.65
1792,14-03-2025,17,12459.23,25462.38,9621.0,9621.0,2567.76,2565.22
